,accuracy,balanced_accuracy,f1_weighted,relation,y_type,model
54,0.18256802721088433,0.18222222222222223,0.1837269669147692,Cause-Effect,P(C|E),glove
55,0.22978723404255316,0.22799999999999998,0.21270932768495512,Cause-Effect,causal_stength_nec,glove
56,0.2851063829787234,0.28844444444444445,0.2773566677341132,Cause-Effect,causal_stength_suf,glove
57,0.25531914893617025,0.25288888888888883,0.24227928380790886,Cause-Effect,causal_stength_0.5,glove
58,0.24680851063829787,0.24533333333333332,0.23337070651476816,Cause-Effect,causal_stength_0.7,glove
59,0.22978723404255316,0.22799999999999998,0.21706021243672713,Cause-Effect,causal_stength_0.9,glove
60,0.22978723404255316,0.22799999999999998,0.21270932768495512,Cause-Effect,causal_stength_1.0,glove
61,0.35510204081632657,0.3537777777777778,0.3434028029587764,Cause-Effect,avg_freq_uni,glove
62,0.3142857142857142,0.31511111111111106,0.2971639800027751,Cause-Effect,avg_freq_bi,glove
63,0.17553191489361702,0.176,0.16181132214856828,Cause-Effect,P(E|C),conceptnet
64,0.24081632653061225,0.24016161616161616,0.21624385987803213,Cause-Effect,P(E),conceptnet
65,0.22579787234042553,0.22622222222222224,0.19890090035111202,Cause-Effect,probabilistic_causality_diff,conceptnet
66,0.22579787234042553,0.22622222222222224,0.19890090035111202,Cause-Effect,delta_P,conceptnet
67,0.2408163265306122,0.24488888888888888,0.2231433449284892,Cause-Effect,P(E|no C),conceptnet
68,0.22579787234042553,0.22622222222222224,0.19890090035111202,Cause-Effect,q,conceptnet
69,0.24489795918367346,0.2457777777777778,0.23067179794865839,Cause-Effect,p,conceptnet
70,0.22597517730496453,0.23066666666666663,0.21261977448413277,Cause-Effect,causal_power,conceptnet
71,0.25531914893617025,0.2591111111111111,0.23249973779405592,Cause-Effect,PMI,conceptnet
72,0.25531914893617025,0.2591111111111111,0.23249973779405592,Cause-Effect,CPMI_-2,conceptnet
73,0.27304347826086955,0.27199999999999996,0.2512878654430077,Cause-Effect,NPMI,conceptnet
74,0.2684057971014493,0.2684444444444444,0.2507779527661881,Cause-Effect,NNEGPMI,conceptnet
75,0.22814625850340137,0.23200000000000004,0.21047529874219606,Cause-Effect,P(C|E),conceptnet
76,0.2127659574468085,0.21688888888888885,0.19196379269278863,Cause-Effect,causal_stength_nec,conceptnet
77,0.25957446808510637,0.2648888888888889,0.23326622743423897,Cause-Effect,causal_stength_suf,conceptnet
78,0.25957446808510637,0.26311111111111113,0.2355792243201562,Cause-Effect,causal_stength_0.5,conceptnet
79,0.28085106382978725,0.284,0.25642008324694465,Cause-Effect,causal_stength_0.7,conceptnet
80,0.20851063829787236,0.21111111111111108,0.19465628068317353,Cause-Effect,causal_stength_0.9,conceptnet
81,0.2127659574468085,0.21688888888888885,0.19196379269278863,Cause-Effect,causal_stength_1.0,conceptnet
82,0.39183673469387753,0.392,0.3430422115579054,Cause-Effect,avg_freq_uni,conceptnet
83,0.3469387755102041,0.34977777777777785,0.31228178079442726,Cause-Effect,avg_freq_bi,conceptnet
