,metric,split,value,relation,y_type,model
150,accuracy,dev,0.3157894736842105,Cause-Effect,causal_stength_0.5,bert
151,accuracy,test,0.2553191489361702,Cause-Effect,causal_stength_0.5,bert
152,accuracy,dev,0.23684210526315788,Cause-Effect,causal_stength_0.5,bert
153,accuracy,test,0.3191489361702128,Cause-Effect,causal_stength_0.5,bert
154,accuracy,dev,0.3157894736842105,Cause-Effect,causal_stength_0.5,bert
155,accuracy,test,0.2765957446808511,Cause-Effect,causal_stength_0.5,bert
156,accuracy,dev,0.2894736842105263,Cause-Effect,causal_stength_0.5,bert
157,accuracy,test,0.40425531914893614,Cause-Effect,causal_stength_0.5,bert
158,accuracy,dev,0.15789473684210525,Cause-Effect,causal_stength_0.5,bert
159,accuracy,test,0.2553191489361702,Cause-Effect,causal_stength_0.5,bert
160,accuracy,dev,0.3157894736842105,Cause-Effect,causal_stength_0.7,bert
161,accuracy,test,0.2553191489361702,Cause-Effect,causal_stength_0.7,bert
162,accuracy,dev,0.2631578947368421,Cause-Effect,causal_stength_0.7,bert
163,accuracy,test,0.2127659574468085,Cause-Effect,causal_stength_0.7,bert
164,accuracy,dev,0.3684210526315789,Cause-Effect,causal_stength_0.7,bert
165,accuracy,test,0.23404255319148937,Cause-Effect,causal_stength_0.7,bert
166,accuracy,dev,0.3157894736842105,Cause-Effect,causal_stength_0.7,bert
167,accuracy,test,0.2765957446808511,Cause-Effect,causal_stength_0.7,bert
168,accuracy,dev,0.21052631578947367,Cause-Effect,causal_stength_0.7,bert
169,accuracy,test,0.2765957446808511,Cause-Effect,causal_stength_0.7,bert
170,accuracy,dev,0.2631578947368421,Cause-Effect,causal_stength_0.9,bert
171,accuracy,test,0.3404255319148936,Cause-Effect,causal_stength_0.9,bert
172,accuracy,dev,0.2894736842105263,Cause-Effect,causal_stength_0.9,bert
173,accuracy,test,0.2553191489361702,Cause-Effect,causal_stength_0.9,bert
174,accuracy,dev,0.2894736842105263,Cause-Effect,causal_stength_0.9,bert
175,accuracy,test,0.3829787234042553,Cause-Effect,causal_stength_0.9,bert
176,accuracy,dev,0.23684210526315788,Cause-Effect,causal_stength_0.9,bert
177,accuracy,test,0.2978723404255319,Cause-Effect,causal_stength_0.9,bert
178,accuracy,dev,0.3684210526315789,Cause-Effect,causal_stength_0.9,bert
179,accuracy,test,0.23404255319148937,Cause-Effect,causal_stength_0.9,bert
180,accuracy,dev,0.3157894736842105,Cause-Effect,causal_stength_1.0,bert
181,accuracy,test,0.23404255319148937,Cause-Effect,causal_stength_1.0,bert
182,accuracy,dev,0.34210526315789475,Cause-Effect,causal_stength_1.0,bert
183,accuracy,test,0.2127659574468085,Cause-Effect,causal_stength_1.0,bert
184,accuracy,dev,0.3157894736842105,Cause-Effect,causal_stength_1.0,bert
185,accuracy,test,0.2553191489361702,Cause-Effect,causal_stength_1.0,bert
186,accuracy,dev,0.18421052631578946,Cause-Effect,causal_stength_1.0,bert
187,accuracy,test,0.2765957446808511,Cause-Effect,causal_stength_1.0,bert
188,accuracy,dev,0.3157894736842105,Cause-Effect,causal_stength_1.0,bert
189,accuracy,test,0.3617021276595745,Cause-Effect,causal_stength_1.0,bert
190,accuracy,dev,0.375,Cause-Effect,avg_freq_uni,bert
191,accuracy,test,0.3673469387755102,Cause-Effect,avg_freq_uni,bert
192,accuracy,dev,0.45,Cause-Effect,avg_freq_uni,bert
193,accuracy,test,0.2653061224489796,Cause-Effect,avg_freq_uni,bert
194,accuracy,dev,0.425,Cause-Effect,avg_freq_uni,bert
195,accuracy,test,0.30612244897959184,Cause-Effect,avg_freq_uni,bert
196,accuracy,dev,0.3,Cause-Effect,avg_freq_uni,bert
197,accuracy,test,0.40816326530612246,Cause-Effect,avg_freq_uni,bert
198,accuracy,dev,0.35,Cause-Effect,avg_freq_uni,bert
199,accuracy,test,0.30612244897959184,Cause-Effect,avg_freq_uni,bert
200,accuracy,dev,0.375,Cause-Effect,avg_freq_bi,bert
201,accuracy,test,0.2857142857142857,Cause-Effect,avg_freq_bi,bert
202,accuracy,dev,0.35,Cause-Effect,avg_freq_bi,bert
203,accuracy,test,0.30612244897959184,Cause-Effect,avg_freq_bi,bert
204,accuracy,dev,0.375,Cause-Effect,avg_freq_bi,bert
205,accuracy,test,0.32653061224489793,Cause-Effect,avg_freq_bi,bert
206,accuracy,dev,0.3,Cause-Effect,avg_freq_bi,bert
207,accuracy,test,0.2857142857142857,Cause-Effect,avg_freq_bi,bert
208,accuracy,dev,0.475,Cause-Effect,avg_freq_bi,bert
209,accuracy,test,0.30612244897959184,Cause-Effect,avg_freq_bi,bert
210,accuracy,dev,0.20512820512820512,Cause-Effect,P(E|C),gpt2
211,accuracy,test,0.20833333333333334,Cause-Effect,P(E|C),gpt2
212,accuracy,dev,0.28205128205128205,Cause-Effect,P(E|C),gpt2
213,accuracy,test,0.10416666666666667,Cause-Effect,P(E|C),gpt2
214,accuracy,dev,0.2564102564102564,Cause-Effect,P(E|C),gpt2
215,accuracy,test,0.1875,Cause-Effect,P(E|C),gpt2
216,accuracy,dev,0.3076923076923077,Cause-Effect,P(E|C),gpt2
217,accuracy,test,0.20833333333333334,Cause-Effect,P(E|C),gpt2
218,accuracy,dev,0.2564102564102564,Cause-Effect,P(E|C),gpt2
219,accuracy,test,0.2127659574468085,Cause-Effect,P(E|C),gpt2
220,accuracy,dev,0.325,Cause-Effect,P(E),gpt2
221,accuracy,test,0.24489795918367346,Cause-Effect,P(E),gpt2
222,accuracy,dev,0.325,Cause-Effect,P(E),gpt2
223,accuracy,test,0.32653061224489793,Cause-Effect,P(E),gpt2
224,accuracy,dev,0.325,Cause-Effect,P(E),gpt2
225,accuracy,test,0.22448979591836735,Cause-Effect,P(E),gpt2
226,accuracy,dev,0.275,Cause-Effect,P(E),gpt2
227,accuracy,test,0.1836734693877551,Cause-Effect,P(E),gpt2
228,accuracy,dev,0.375,Cause-Effect,P(E),gpt2
229,accuracy,test,0.22448979591836735,Cause-Effect,P(E),gpt2
230,accuracy,dev,0.28205128205128205,Cause-Effect,probabilistic_causality_diff,gpt2
231,accuracy,test,0.25,Cause-Effect,probabilistic_causality_diff,gpt2
232,accuracy,dev,0.3076923076923077,Cause-Effect,probabilistic_causality_diff,gpt2
233,accuracy,test,0.1875,Cause-Effect,probabilistic_causality_diff,gpt2
234,accuracy,dev,0.358974358974359,Cause-Effect,probabilistic_causality_diff,gpt2
235,accuracy,test,0.2708333333333333,Cause-Effect,probabilistic_causality_diff,gpt2
236,accuracy,dev,0.3333333333333333,Cause-Effect,probabilistic_causality_diff,gpt2
237,accuracy,test,0.2708333333333333,Cause-Effect,probabilistic_causality_diff,gpt2
238,accuracy,dev,0.358974358974359,Cause-Effect,probabilistic_causality_diff,gpt2
239,accuracy,test,0.2127659574468085,Cause-Effect,probabilistic_causality_diff,gpt2
240,accuracy,dev,0.28205128205128205,Cause-Effect,delta_P,gpt2
241,accuracy,test,0.25,Cause-Effect,delta_P,gpt2
242,accuracy,dev,0.3076923076923077,Cause-Effect,delta_P,gpt2
243,accuracy,test,0.1875,Cause-Effect,delta_P,gpt2
244,accuracy,dev,0.358974358974359,Cause-Effect,delta_P,gpt2
245,accuracy,test,0.2708333333333333,Cause-Effect,delta_P,gpt2
246,accuracy,dev,0.3333333333333333,Cause-Effect,delta_P,gpt2
247,accuracy,test,0.2708333333333333,Cause-Effect,delta_P,gpt2
248,accuracy,dev,0.358974358974359,Cause-Effect,delta_P,gpt2
249,accuracy,test,0.2127659574468085,Cause-Effect,delta_P,gpt2
250,accuracy,dev,0.275,Cause-Effect,P(E|no C),gpt2
251,accuracy,test,0.2653061224489796,Cause-Effect,P(E|no C),gpt2
252,accuracy,dev,0.35,Cause-Effect,P(E|no C),gpt2
253,accuracy,test,0.32653061224489793,Cause-Effect,P(E|no C),gpt2
254,accuracy,dev,0.4,Cause-Effect,P(E|no C),gpt2
255,accuracy,test,0.1836734693877551,Cause-Effect,P(E|no C),gpt2
256,accuracy,dev,0.325,Cause-Effect,P(E|no C),gpt2
257,accuracy,test,0.1836734693877551,Cause-Effect,P(E|no C),gpt2
258,accuracy,dev,0.35,Cause-Effect,P(E|no C),gpt2
259,accuracy,test,0.32653061224489793,Cause-Effect,P(E|no C),gpt2
260,accuracy,dev,0.28205128205128205,Cause-Effect,q,gpt2
261,accuracy,test,0.25,Cause-Effect,q,gpt2
262,accuracy,dev,0.3076923076923077,Cause-Effect,q,gpt2
263,accuracy,test,0.1875,Cause-Effect,q,gpt2
264,accuracy,dev,0.358974358974359,Cause-Effect,q,gpt2
265,accuracy,test,0.2708333333333333,Cause-Effect,q,gpt2
266,accuracy,dev,0.3333333333333333,Cause-Effect,q,gpt2
267,accuracy,test,0.2708333333333333,Cause-Effect,q,gpt2
268,accuracy,dev,0.358974358974359,Cause-Effect,q,gpt2
269,accuracy,test,0.2127659574468085,Cause-Effect,q,gpt2
270,accuracy,dev,0.3,Cause-Effect,p,gpt2
271,accuracy,test,0.14285714285714285,Cause-Effect,p,gpt2
272,accuracy,dev,0.2,Cause-Effect,p,gpt2
273,accuracy,test,0.20408163265306123,Cause-Effect,p,gpt2
274,accuracy,dev,0.35,Cause-Effect,p,gpt2
275,accuracy,test,0.2653061224489796,Cause-Effect,p,gpt2
276,accuracy,dev,0.275,Cause-Effect,p,gpt2
277,accuracy,test,0.30612244897959184,Cause-Effect,p,gpt2
278,accuracy,dev,0.325,Cause-Effect,p,gpt2
279,accuracy,test,0.20408163265306123,Cause-Effect,p,gpt2
280,accuracy,dev,0.46153846153846156,Cause-Effect,causal_power,gpt2
281,accuracy,test,0.25,Cause-Effect,causal_power,gpt2
282,accuracy,dev,0.3333333333333333,Cause-Effect,causal_power,gpt2
283,accuracy,test,0.3333333333333333,Cause-Effect,causal_power,gpt2
284,accuracy,dev,0.2564102564102564,Cause-Effect,causal_power,gpt2
285,accuracy,test,0.22916666666666666,Cause-Effect,causal_power,gpt2
286,accuracy,dev,0.38461538461538464,Cause-Effect,causal_power,gpt2
287,accuracy,test,0.3333333333333333,Cause-Effect,causal_power,gpt2
288,accuracy,dev,0.3076923076923077,Cause-Effect,causal_power,gpt2
289,accuracy,test,0.23404255319148937,Cause-Effect,causal_power,gpt2
290,accuracy,dev,0.2631578947368421,Cause-Effect,PMI,gpt2
291,accuracy,test,0.19148936170212766,Cause-Effect,PMI,gpt2
292,accuracy,dev,0.39473684210526316,Cause-Effect,PMI,gpt2
293,accuracy,test,0.2978723404255319,Cause-Effect,PMI,gpt2
294,accuracy,dev,0.47368421052631576,Cause-Effect,PMI,gpt2
295,accuracy,test,0.2765957446808511,Cause-Effect,PMI,gpt2
296,accuracy,dev,0.2894736842105263,Cause-Effect,PMI,gpt2
297,accuracy,test,0.3829787234042553,Cause-Effect,PMI,gpt2
298,accuracy,dev,0.3684210526315789,Cause-Effect,PMI,gpt2
299,accuracy,test,0.23404255319148937,Cause-Effect,PMI,gpt2
300,accuracy,dev,0.2631578947368421,Cause-Effect,CPMI_-2,gpt2
301,accuracy,test,0.19148936170212766,Cause-Effect,CPMI_-2,gpt2
302,accuracy,dev,0.39473684210526316,Cause-Effect,CPMI_-2,gpt2
303,accuracy,test,0.2978723404255319,Cause-Effect,CPMI_-2,gpt2
304,accuracy,dev,0.47368421052631576,Cause-Effect,CPMI_-2,gpt2
305,accuracy,test,0.2765957446808511,Cause-Effect,CPMI_-2,gpt2
306,accuracy,dev,0.2894736842105263,Cause-Effect,CPMI_-2,gpt2
307,accuracy,test,0.3829787234042553,Cause-Effect,CPMI_-2,gpt2
308,accuracy,dev,0.3684210526315789,Cause-Effect,CPMI_-2,gpt2
309,accuracy,test,0.23404255319148937,Cause-Effect,CPMI_-2,gpt2
310,accuracy,dev,0.35135135135135137,Cause-Effect,NPMI,gpt2
311,accuracy,test,0.32608695652173914,Cause-Effect,NPMI,gpt2
312,accuracy,dev,0.2972972972972973,Cause-Effect,NPMI,gpt2
313,accuracy,test,0.21739130434782608,Cause-Effect,NPMI,gpt2
314,accuracy,dev,0.3783783783783784,Cause-Effect,NPMI,gpt2
315,accuracy,test,0.2222222222222222,Cause-Effect,NPMI,gpt2
316,accuracy,dev,0.32432432432432434,Cause-Effect,NPMI,gpt2
317,accuracy,test,0.3111111111111111,Cause-Effect,NPMI,gpt2
318,accuracy,dev,0.2702702702702703,Cause-Effect,NPMI,gpt2
319,accuracy,test,0.35555555555555557,Cause-Effect,NPMI,gpt2
320,accuracy,dev,0.3783783783783784,Cause-Effect,NNEGPMI,gpt2
321,accuracy,test,0.21739130434782608,Cause-Effect,NNEGPMI,gpt2
322,accuracy,dev,0.2702702702702703,Cause-Effect,NNEGPMI,gpt2
323,accuracy,test,0.2391304347826087,Cause-Effect,NNEGPMI,gpt2
324,accuracy,dev,0.4594594594594595,Cause-Effect,NNEGPMI,gpt2
325,accuracy,test,0.26666666666666666,Cause-Effect,NNEGPMI,gpt2
326,accuracy,dev,0.32432432432432434,Cause-Effect,NNEGPMI,gpt2
327,accuracy,test,0.2,Cause-Effect,NNEGPMI,gpt2
328,accuracy,dev,0.2702702702702703,Cause-Effect,NNEGPMI,gpt2
329,accuracy,test,0.26666666666666666,Cause-Effect,NNEGPMI,gpt2
330,accuracy,dev,0.28205128205128205,Cause-Effect,P(C|E),gpt2
331,accuracy,test,0.22448979591836735,Cause-Effect,P(C|E),gpt2
332,accuracy,dev,0.28205128205128205,Cause-Effect,P(C|E),gpt2
333,accuracy,test,0.22916666666666666,Cause-Effect,P(C|E),gpt2
334,accuracy,dev,0.3076923076923077,Cause-Effect,P(C|E),gpt2
335,accuracy,test,0.20833333333333334,Cause-Effect,P(C|E),gpt2
336,accuracy,dev,0.23076923076923078,Cause-Effect,P(C|E),gpt2
337,accuracy,test,0.20833333333333334,Cause-Effect,P(C|E),gpt2
338,accuracy,dev,0.2564102564102564,Cause-Effect,P(C|E),gpt2
339,accuracy,test,0.20833333333333334,Cause-Effect,P(C|E),gpt2
340,accuracy,dev,0.21052631578947367,Cause-Effect,causal_stength_nec,gpt2
341,accuracy,test,0.2765957446808511,Cause-Effect,causal_stength_nec,gpt2
342,accuracy,dev,0.3157894736842105,Cause-Effect,causal_stength_nec,gpt2
343,accuracy,test,0.23404255319148937,Cause-Effect,causal_stength_nec,gpt2
344,accuracy,dev,0.34210526315789475,Cause-Effect,causal_stength_nec,gpt2
345,accuracy,test,0.23404255319148937,Cause-Effect,causal_stength_nec,gpt2
346,accuracy,dev,0.2631578947368421,Cause-Effect,causal_stength_nec,gpt2
347,accuracy,test,0.19148936170212766,Cause-Effect,causal_stength_nec,gpt2
348,accuracy,dev,0.2894736842105263,Cause-Effect,causal_stength_nec,gpt2
349,accuracy,test,0.2553191489361702,Cause-Effect,causal_stength_nec,gpt2
350,accuracy,dev,0.2894736842105263,Cause-Effect,causal_stength_suf,gpt2
351,accuracy,test,0.1702127659574468,Cause-Effect,causal_stength_suf,gpt2
352,accuracy,dev,0.34210526315789475,Cause-Effect,causal_stength_suf,gpt2
353,accuracy,test,0.40425531914893614,Cause-Effect,causal_stength_suf,gpt2
354,accuracy,dev,0.3684210526315789,Cause-Effect,causal_stength_suf,gpt2
355,accuracy,test,0.2765957446808511,Cause-Effect,causal_stength_suf,gpt2
356,accuracy,dev,0.3157894736842105,Cause-Effect,causal_stength_suf,gpt2
357,accuracy,test,0.3191489361702128,Cause-Effect,causal_stength_suf,gpt2
358,accuracy,dev,0.3684210526315789,Cause-Effect,causal_stength_suf,gpt2
359,accuracy,test,0.3404255319148936,Cause-Effect,causal_stength_suf,gpt2
360,accuracy,dev,0.2894736842105263,Cause-Effect,causal_stength_0.5,gpt2
361,accuracy,test,0.2553191489361702,Cause-Effect,causal_stength_0.5,gpt2
362,accuracy,dev,0.2894736842105263,Cause-Effect,causal_stength_0.5,gpt2
363,accuracy,test,0.3829787234042553,Cause-Effect,causal_stength_0.5,gpt2
364,accuracy,dev,0.3684210526315789,Cause-Effect,causal_stength_0.5,gpt2
365,accuracy,test,0.23404255319148937,Cause-Effect,causal_stength_0.5,gpt2
366,accuracy,dev,0.34210526315789475,Cause-Effect,causal_stength_0.5,gpt2
367,accuracy,test,0.23404255319148937,Cause-Effect,causal_stength_0.5,gpt2
368,accuracy,dev,0.2631578947368421,Cause-Effect,causal_stength_0.5,gpt2
369,accuracy,test,0.19148936170212766,Cause-Effect,causal_stength_0.5,gpt2
370,accuracy,dev,0.2894736842105263,Cause-Effect,causal_stength_0.7,gpt2
371,accuracy,test,0.19148936170212766,Cause-Effect,causal_stength_0.7,gpt2
372,accuracy,dev,0.34210526315789475,Cause-Effect,causal_stength_0.7,gpt2
373,accuracy,test,0.2553191489361702,Cause-Effect,causal_stength_0.7,gpt2
374,accuracy,dev,0.3157894736842105,Cause-Effect,causal_stength_0.7,gpt2
375,accuracy,test,0.2127659574468085,Cause-Effect,causal_stength_0.7,gpt2
376,accuracy,dev,0.23684210526315788,Cause-Effect,causal_stength_0.7,gpt2
377,accuracy,test,0.2127659574468085,Cause-Effect,causal_stength_0.7,gpt2
378,accuracy,dev,0.2894736842105263,Cause-Effect,causal_stength_0.7,gpt2
379,accuracy,test,0.2127659574468085,Cause-Effect,causal_stength_0.7,gpt2
380,accuracy,dev,0.21052631578947367,Cause-Effect,causal_stength_0.9,gpt2
