,metric,split,value,relation,y_type,model
89,accuracy,test,0.3,Cause-Effect,PMI,bert
90,accuracy,dev,0.35403726708074534,Cause-Effect,PPMI,bert
91,accuracy,test,0.3482587064676617,Cause-Effect,PPMI,bert
92,accuracy,dev,0.32919254658385094,Cause-Effect,PPMI,bert
93,accuracy,test,0.30845771144278605,Cause-Effect,PPMI,bert
94,accuracy,dev,0.2981366459627329,Cause-Effect,PPMI,bert
95,accuracy,test,0.25870646766169153,Cause-Effect,PPMI,bert
96,accuracy,dev,0.33540372670807456,Cause-Effect,PPMI,bert
97,accuracy,test,0.305,Cause-Effect,PPMI,bert
98,accuracy,dev,0.37267080745341613,Cause-Effect,PPMI,bert
99,accuracy,test,0.3,Cause-Effect,PPMI,bert
100,accuracy,dev,0.35403726708074534,Cause-Effect,CPMI_-2,bert
101,accuracy,test,0.3482587064676617,Cause-Effect,CPMI_-2,bert
102,accuracy,dev,0.32919254658385094,Cause-Effect,CPMI_-2,bert
103,accuracy,test,0.30845771144278605,Cause-Effect,CPMI_-2,bert
104,accuracy,dev,0.2981366459627329,Cause-Effect,CPMI_-2,bert
105,accuracy,test,0.25870646766169153,Cause-Effect,CPMI_-2,bert
106,accuracy,dev,0.33540372670807456,Cause-Effect,CPMI_-2,bert
107,accuracy,test,0.305,Cause-Effect,CPMI_-2,bert
108,accuracy,dev,0.37267080745341613,Cause-Effect,CPMI_-2,bert
109,accuracy,test,0.3,Cause-Effect,CPMI_-2,bert
110,accuracy,dev,0.30434782608695654,Cause-Effect,NPMI,bert
111,accuracy,test,0.32338308457711445,Cause-Effect,NPMI,bert
112,accuracy,dev,0.3416149068322981,Cause-Effect,NPMI,bert
113,accuracy,test,0.263681592039801,Cause-Effect,NPMI,bert
114,accuracy,dev,0.36024844720496896,Cause-Effect,NPMI,bert
115,accuracy,test,0.3034825870646766,Cause-Effect,NPMI,bert
116,accuracy,dev,0.3416149068322981,Cause-Effect,NPMI,bert
117,accuracy,test,0.29,Cause-Effect,NPMI,bert
118,accuracy,dev,0.33540372670807456,Cause-Effect,NPMI,bert
119,accuracy,test,0.28,Cause-Effect,NPMI,bert
120,accuracy,dev,0.35403726708074534,Cause-Effect,NNEGPMI,bert
121,accuracy,test,0.3482587064676617,Cause-Effect,NNEGPMI,bert
122,accuracy,dev,0.32919254658385094,Cause-Effect,NNEGPMI,bert
123,accuracy,test,0.30845771144278605,Cause-Effect,NNEGPMI,bert
124,accuracy,dev,0.2981366459627329,Cause-Effect,NNEGPMI,bert
125,accuracy,test,0.25870646766169153,Cause-Effect,NNEGPMI,bert
126,accuracy,dev,0.33540372670807456,Cause-Effect,NNEGPMI,bert
127,accuracy,test,0.305,Cause-Effect,NNEGPMI,bert
128,accuracy,dev,0.37267080745341613,Cause-Effect,NNEGPMI,bert
129,accuracy,test,0.3,Cause-Effect,NNEGPMI,bert
130,accuracy,dev,0.30434782608695654,Cause-Effect,P(C|E),bert
131,accuracy,test,0.27860696517412936,Cause-Effect,P(C|E),bert
132,accuracy,dev,0.30434782608695654,Cause-Effect,P(C|E),bert
133,accuracy,test,0.3034825870646766,Cause-Effect,P(C|E),bert
134,accuracy,dev,0.30434782608695654,Cause-Effect,P(C|E),bert
135,accuracy,test,0.23383084577114427,Cause-Effect,P(C|E),bert
136,accuracy,dev,0.33540372670807456,Cause-Effect,P(C|E),bert
137,accuracy,test,0.29,Cause-Effect,P(C|E),bert
138,accuracy,dev,0.30434782608695654,Cause-Effect,P(C|E),bert
139,accuracy,test,0.3,Cause-Effect,P(C|E),bert
140,accuracy,dev,0.32298136645962733,Cause-Effect,causal_stength_nec,bert
141,accuracy,test,0.31343283582089554,Cause-Effect,causal_stength_nec,bert
142,accuracy,dev,0.32919254658385094,Cause-Effect,causal_stength_nec,bert
143,accuracy,test,0.35323383084577115,Cause-Effect,causal_stength_nec,bert
144,accuracy,dev,0.391304347826087,Cause-Effect,causal_stength_nec,bert
145,accuracy,test,0.32338308457711445,Cause-Effect,causal_stength_nec,bert
146,accuracy,dev,0.34782608695652173,Cause-Effect,causal_stength_nec,bert
147,accuracy,test,0.28,Cause-Effect,causal_stength_nec,bert
148,accuracy,dev,0.36645962732919257,Cause-Effect,causal_stength_nec,bert
149,accuracy,test,0.28,Cause-Effect,causal_stength_nec,bert
150,accuracy,dev,0.2919254658385093,Cause-Effect,causal_stength_suf,bert
151,accuracy,test,0.2537313432835821,Cause-Effect,causal_stength_suf,bert
152,accuracy,dev,0.35403726708074534,Cause-Effect,causal_stength_suf,bert
153,accuracy,test,0.3283582089552239,Cause-Effect,causal_stength_suf,bert
154,accuracy,dev,0.2919254658385093,Cause-Effect,causal_stength_suf,bert
155,accuracy,test,0.34328358208955223,Cause-Effect,causal_stength_suf,bert
156,accuracy,dev,0.37267080745341613,Cause-Effect,causal_stength_suf,bert
157,accuracy,test,0.27,Cause-Effect,causal_stength_suf,bert
158,accuracy,dev,0.3105590062111801,Cause-Effect,causal_stength_suf,bert
159,accuracy,test,0.315,Cause-Effect,causal_stength_suf,bert
160,accuracy,dev,0.30434782608695654,Cause-Effect,causal_stength_0.5,bert
161,accuracy,test,0.3333333333333333,Cause-Effect,causal_stength_0.5,bert
162,accuracy,dev,0.2795031055900621,Cause-Effect,causal_stength_0.5,bert
163,accuracy,test,0.2885572139303483,Cause-Effect,causal_stength_0.5,bert
164,accuracy,dev,0.33540372670807456,Cause-Effect,causal_stength_0.5,bert
165,accuracy,test,0.25870646766169153,Cause-Effect,causal_stength_0.5,bert
166,accuracy,dev,0.34782608695652173,Cause-Effect,causal_stength_0.5,bert
167,accuracy,test,0.305,Cause-Effect,causal_stength_0.5,bert
168,accuracy,dev,0.2857142857142857,Cause-Effect,causal_stength_0.5,bert
169,accuracy,test,0.24,Cause-Effect,causal_stength_0.5,bert
170,accuracy,dev,0.33540372670807456,Cause-Effect,causal_stength_0.7,bert
171,accuracy,test,0.27860696517412936,Cause-Effect,causal_stength_0.7,bert
172,accuracy,dev,0.3416149068322981,Cause-Effect,causal_stength_0.7,bert
173,accuracy,test,0.2835820895522388,Cause-Effect,causal_stength_0.7,bert
174,accuracy,dev,0.30434782608695654,Cause-Effect,causal_stength_0.7,bert
175,accuracy,test,0.263681592039801,Cause-Effect,causal_stength_0.7,bert
176,accuracy,dev,0.34782608695652173,Cause-Effect,causal_stength_0.7,bert
177,accuracy,test,0.275,Cause-Effect,causal_stength_0.7,bert
178,accuracy,dev,0.33540372670807456,Cause-Effect,causal_stength_0.7,bert
179,accuracy,test,0.29,Cause-Effect,causal_stength_0.7,bert
180,accuracy,dev,0.36645962732919257,Cause-Effect,causal_stength_0.9,bert
181,accuracy,test,0.32338308457711445,Cause-Effect,causal_stength_0.9,bert
182,accuracy,dev,0.2857142857142857,Cause-Effect,causal_stength_0.9,bert
183,accuracy,test,0.2835820895522388,Cause-Effect,causal_stength_0.9,bert
184,accuracy,dev,0.38509316770186336,Cause-Effect,causal_stength_0.9,bert
185,accuracy,test,0.2885572139303483,Cause-Effect,causal_stength_0.9,bert
186,accuracy,dev,0.38509316770186336,Cause-Effect,causal_stength_0.9,bert
187,accuracy,test,0.27,Cause-Effect,causal_stength_0.9,bert
188,accuracy,dev,0.36024844720496896,Cause-Effect,causal_stength_0.9,bert
189,accuracy,test,0.295,Cause-Effect,causal_stength_0.9,bert
190,accuracy,dev,0.32298136645962733,Cause-Effect,causal_stength_1.0,bert
191,accuracy,test,0.31343283582089554,Cause-Effect,causal_stength_1.0,bert
192,accuracy,dev,0.32919254658385094,Cause-Effect,causal_stength_1.0,bert
193,accuracy,test,0.35323383084577115,Cause-Effect,causal_stength_1.0,bert
194,accuracy,dev,0.391304347826087,Cause-Effect,causal_stength_1.0,bert
195,accuracy,test,0.32338308457711445,Cause-Effect,causal_stength_1.0,bert
196,accuracy,dev,0.34782608695652173,Cause-Effect,causal_stength_1.0,bert
197,accuracy,test,0.28,Cause-Effect,causal_stength_1.0,bert
198,accuracy,dev,0.36645962732919257,Cause-Effect,causal_stength_1.0,bert
199,accuracy,test,0.28,Cause-Effect,causal_stength_1.0,bert
200,accuracy,dev,0.40372670807453415,Cause-Effect,avg_freq_uni,bert
201,accuracy,test,0.35323383084577115,Cause-Effect,avg_freq_uni,bert
202,accuracy,dev,0.43478260869565216,Cause-Effect,avg_freq_uni,bert
203,accuracy,test,0.38308457711442784,Cause-Effect,avg_freq_uni,bert
204,accuracy,dev,0.3416149068322981,Cause-Effect,avg_freq_uni,bert
205,accuracy,test,0.4577114427860697,Cause-Effect,avg_freq_uni,bert
206,accuracy,dev,0.4472049689440994,Cause-Effect,avg_freq_uni,bert
207,accuracy,test,0.41,Cause-Effect,avg_freq_uni,bert
208,accuracy,dev,0.37888198757763975,Cause-Effect,avg_freq_uni,bert
209,accuracy,test,0.36,Cause-Effect,avg_freq_uni,bert
210,accuracy,dev,0.35403726708074534,Cause-Effect,avg_freq_bi,bert
211,accuracy,test,0.3383084577114428,Cause-Effect,avg_freq_bi,bert
212,accuracy,dev,0.422360248447205,Cause-Effect,avg_freq_bi,bert
213,accuracy,test,0.4129353233830846,Cause-Effect,avg_freq_bi,bert
214,accuracy,dev,0.4720496894409938,Cause-Effect,avg_freq_bi,bert
215,accuracy,test,0.3333333333333333,Cause-Effect,avg_freq_bi,bert
216,accuracy,dev,0.422360248447205,Cause-Effect,avg_freq_bi,bert
217,accuracy,test,0.485,Cause-Effect,avg_freq_bi,bert
218,accuracy,dev,0.42857142857142855,Cause-Effect,avg_freq_bi,bert
219,accuracy,test,0.37,Cause-Effect,avg_freq_bi,bert
