,accuracy,balanced_accuracy,f1_weighted,relation,y_type,model
41,0.3100348258706468,0.3097066916823014,0.30500994428303224,Cause-Effect,causal_stength_1.0,gpt2
42,0.3778706467661691,0.37768292682926824,0.3663736950606634,Cause-Effect,avg_freq_uni,gpt2
43,0.3608756218905472,0.35986554096310197,0.35123313239803655,Cause-Effect,avg_freq_bi,gpt2
44,0.2661492537313433,0.2665071919949969,0.26175170464264785,Cause-Effect,P(E|C),glove
45,0.38980099502487564,0.3900675422138836,0.3857174525993223,Cause-Effect,P(E),glove
46,0.2751741293532338,0.27514634146341466,0.2701168723270252,Cause-Effect,probabilistic_causality_diff,glove
47,0.2751741293532338,0.27514634146341466,0.2701168723270252,Cause-Effect,delta_P,glove
48,0.38884079601990046,0.38878048780487806,0.38427937060073125,Cause-Effect,P(E|no C),glove
49,0.2691990049751244,0.26919512195121953,0.2641292205138236,Cause-Effect,q,glove
50,0.3160646766169154,0.3158517823639775,0.31297142984026155,Cause-Effect,p,glove
51,0.31904477611940296,0.3190975609756098,0.31680982360377624,Cause-Effect,causal_power,glove
52,0.32401990049751245,0.32446278924327704,0.3167074272889131,Cause-Effect,PMI,glove
53,0.32401990049751245,0.32446278924327704,0.3167074272889131,Cause-Effect,PPMI,glove
54,0.32401990049751245,0.32446278924327704,0.3167074272889131,Cause-Effect,CPMI_-2,glove
55,0.31901492537313436,0.31880487804878044,0.3145577677108443,Cause-Effect,NPMI,glove
56,0.32401990049751245,0.32446278924327704,0.3167074272889131,Cause-Effect,NNEGPMI,glove
57,0.3070895522388059,0.30702439024390243,0.30363093432877153,Cause-Effect,P(C|E),glove
58,0.3150248756218906,0.314808005003127,0.31295266516649367,Cause-Effect,causal_stength_nec,glove
59,0.32402487562189053,0.3243627267041901,0.3207056691944067,Cause-Effect,causal_stength_suf,glove
60,0.29311940298507466,0.29324390243902443,0.29061514055714227,Cause-Effect,causal_stength_0.5,glove
61,0.3250597014925373,0.32493245778611635,0.3206193720314355,Cause-Effect,causal_stength_0.7,glove
62,0.31507462686567167,0.31492682926829263,0.31292291246251597,Cause-Effect,causal_stength_0.9,glove
63,0.3150248756218906,0.314808005003127,0.31295266516649367,Cause-Effect,causal_stength_1.0,glove
64,0.4576567164179105,0.45743902439024386,0.45523317647530603,Cause-Effect,avg_freq_uni,glove
65,0.42273134328358203,0.42177673545966227,0.41624150021921513,Cause-Effect,avg_freq_bi,glove
66,0.24922388059701492,0.2495803627267042,0.23687694208924043,Cause-Effect,P(E|C),conceptnet
67,0.3439154228855722,0.3437560975609756,0.3337706237142829,Cause-Effect,P(E),conceptnet
68,0.26217910447761195,0.2621707317073171,0.24916313708282023,Cause-Effect,probabilistic_causality_diff,conceptnet
69,0.26217910447761195,0.2621707317073171,0.24916313708282023,Cause-Effect,delta_P,conceptnet
70,0.34991542288557215,0.34985365853658534,0.3370912035597436,Cause-Effect,P(E|no C),conceptnet
71,0.2591940298507463,0.2591951219512195,0.24609440200111518,Cause-Effect,q,conceptnet
72,0.27714427860696517,0.2764246404002502,0.2612215281799384,Cause-Effect,p,conceptnet
73,0.27815920398009947,0.2783658536585366,0.26390467418252095,Cause-Effect,causal_power,conceptnet
74,0.29608955223880595,0.29649218261413385,0.27707441185648846,Cause-Effect,PMI,conceptnet
75,0.29608955223880595,0.29649218261413385,0.27707441185648846,Cause-Effect,PPMI,conceptnet
76,0.29608955223880595,0.29649218261413385,0.27707441185648846,Cause-Effect,CPMI_-2,conceptnet
77,0.29812935323383083,0.2979024390243903,0.27212219937498283,Cause-Effect,NPMI,conceptnet
78,0.29608955223880595,0.29649218261413385,0.27707441185648846,Cause-Effect,NNEGPMI,conceptnet
79,0.32197512437810943,0.3219268292682927,0.3165921795203185,Cause-Effect,P(C|E),conceptnet
80,0.2901592039800994,0.2896016260162601,0.27177968751272225,Cause-Effect,causal_stength_nec,conceptnet
81,0.29407462686567165,0.29458599124452783,0.27567340873875956,Cause-Effect,causal_stength_suf,conceptnet
82,0.2931094527363184,0.29319512195121955,0.2739645463808858,Cause-Effect,causal_stength_0.5,conceptnet
83,0.2980796019900498,0.29733083176985614,0.2722409196821351,Cause-Effect,causal_stength_0.7,conceptnet
84,0.2891542288557214,0.28882926829268296,0.2680750481052559,Cause-Effect,causal_stength_0.9,conceptnet
85,0.2901592039800994,0.2896016260162601,0.27177968751272225,Cause-Effect,causal_stength_1.0,conceptnet
86,0.4576019900497513,0.45704878048780484,0.4184222594578905,Cause-Effect,avg_freq_uni,conceptnet
87,0.43168159203980105,0.42971669793621015,0.39441356298421326,Cause-Effect,avg_freq_bi,conceptnet
