,metric,split,value,relation,y_type,model
89,accuracy,test,0.3,Cause-Effect,PMI,bert
90,accuracy,dev,0.35403726708074534,Cause-Effect,PPMI,bert
91,accuracy,test,0.3482587064676617,Cause-Effect,PPMI,bert
92,accuracy,dev,0.32919254658385094,Cause-Effect,PPMI,bert
93,accuracy,test,0.30845771144278605,Cause-Effect,PPMI,bert
94,accuracy,dev,0.2981366459627329,Cause-Effect,PPMI,bert
95,accuracy,test,0.25870646766169153,Cause-Effect,PPMI,bert
96,accuracy,dev,0.33540372670807456,Cause-Effect,PPMI,bert
97,accuracy,test,0.305,Cause-Effect,PPMI,bert
98,accuracy,dev,0.37267080745341613,Cause-Effect,PPMI,bert
99,accuracy,test,0.3,Cause-Effect,PPMI,bert
100,accuracy,dev,0.35403726708074534,Cause-Effect,CPMI_-2,bert
101,accuracy,test,0.3482587064676617,Cause-Effect,CPMI_-2,bert
102,accuracy,dev,0.32919254658385094,Cause-Effect,CPMI_-2,bert
103,accuracy,test,0.30845771144278605,Cause-Effect,CPMI_-2,bert
104,accuracy,dev,0.2981366459627329,Cause-Effect,CPMI_-2,bert
105,accuracy,test,0.25870646766169153,Cause-Effect,CPMI_-2,bert
106,accuracy,dev,0.33540372670807456,Cause-Effect,CPMI_-2,bert
107,accuracy,test,0.305,Cause-Effect,CPMI_-2,bert
108,accuracy,dev,0.37267080745341613,Cause-Effect,CPMI_-2,bert
109,accuracy,test,0.3,Cause-Effect,CPMI_-2,bert
110,accuracy,dev,0.30434782608695654,Cause-Effect,NPMI,bert
111,accuracy,test,0.32338308457711445,Cause-Effect,NPMI,bert
112,accuracy,dev,0.3416149068322981,Cause-Effect,NPMI,bert
113,accuracy,test,0.263681592039801,Cause-Effect,NPMI,bert
114,accuracy,dev,0.36024844720496896,Cause-Effect,NPMI,bert
115,accuracy,test,0.3034825870646766,Cause-Effect,NPMI,bert
116,accuracy,dev,0.3416149068322981,Cause-Effect,NPMI,bert
117,accuracy,test,0.29,Cause-Effect,NPMI,bert
118,accuracy,dev,0.33540372670807456,Cause-Effect,NPMI,bert
119,accuracy,test,0.28,Cause-Effect,NPMI,bert
120,accuracy,dev,0.35403726708074534,Cause-Effect,NNEGPMI,bert
121,accuracy,test,0.3482587064676617,Cause-Effect,NNEGPMI,bert
122,accuracy,dev,0.32919254658385094,Cause-Effect,NNEGPMI,bert
123,accuracy,test,0.30845771144278605,Cause-Effect,NNEGPMI,bert
124,accuracy,dev,0.2981366459627329,Cause-Effect,NNEGPMI,bert
125,accuracy,test,0.25870646766169153,Cause-Effect,NNEGPMI,bert
126,accuracy,dev,0.33540372670807456,Cause-Effect,NNEGPMI,bert
127,accuracy,test,0.305,Cause-Effect,NNEGPMI,bert
128,accuracy,dev,0.37267080745341613,Cause-Effect,NNEGPMI,bert
129,accuracy,test,0.3,Cause-Effect,NNEGPMI,bert
130,accuracy,dev,0.30434782608695654,Cause-Effect,P(C|E),bert
131,accuracy,test,0.27860696517412936,Cause-Effect,P(C|E),bert
132,accuracy,dev,0.30434782608695654,Cause-Effect,P(C|E),bert
133,accuracy,test,0.3034825870646766,Cause-Effect,P(C|E),bert
134,accuracy,dev,0.30434782608695654,Cause-Effect,P(C|E),bert
135,accuracy,test,0.23383084577114427,Cause-Effect,P(C|E),bert
136,accuracy,dev,0.33540372670807456,Cause-Effect,P(C|E),bert
137,accuracy,test,0.29,Cause-Effect,P(C|E),bert
138,accuracy,dev,0.30434782608695654,Cause-Effect,P(C|E),bert
139,accuracy,test,0.3,Cause-Effect,P(C|E),bert
140,accuracy,dev,0.32298136645962733,Cause-Effect,causal_stength_nec,bert
141,accuracy,test,0.31343283582089554,Cause-Effect,causal_stength_nec,bert
142,accuracy,dev,0.32919254658385094,Cause-Effect,causal_stength_nec,bert
143,accuracy,test,0.35323383084577115,Cause-Effect,causal_stength_nec,bert
144,accuracy,dev,0.391304347826087,Cause-Effect,causal_stength_nec,bert
145,accuracy,test,0.32338308457711445,Cause-Effect,causal_stength_nec,bert
146,accuracy,dev,0.34782608695652173,Cause-Effect,causal_stength_nec,bert
147,accuracy,test,0.28,Cause-Effect,causal_stength_nec,bert
148,accuracy,dev,0.36645962732919257,Cause-Effect,causal_stength_nec,bert
149,accuracy,test,0.28,Cause-Effect,causal_stength_nec,bert
150,accuracy,dev,0.2919254658385093,Cause-Effect,causal_stength_suf,bert
151,accuracy,test,0.2537313432835821,Cause-Effect,causal_stength_suf,bert
152,accuracy,dev,0.35403726708074534,Cause-Effect,causal_stength_suf,bert
153,accuracy,test,0.3283582089552239,Cause-Effect,causal_stength_suf,bert
154,accuracy,dev,0.2919254658385093,Cause-Effect,causal_stength_suf,bert
155,accuracy,test,0.34328358208955223,Cause-Effect,causal_stength_suf,bert
156,accuracy,dev,0.37267080745341613,Cause-Effect,causal_stength_suf,bert
157,accuracy,test,0.27,Cause-Effect,causal_stength_suf,bert
158,accuracy,dev,0.3105590062111801,Cause-Effect,causal_stength_suf,bert
159,accuracy,test,0.315,Cause-Effect,causal_stength_suf,bert
160,accuracy,dev,0.30434782608695654,Cause-Effect,causal_stength_0.5,bert
161,accuracy,test,0.3333333333333333,Cause-Effect,causal_stength_0.5,bert
162,accuracy,dev,0.2795031055900621,Cause-Effect,causal_stength_0.5,bert
163,accuracy,test,0.2885572139303483,Cause-Effect,causal_stength_0.5,bert
164,accuracy,dev,0.33540372670807456,Cause-Effect,causal_stength_0.5,bert
165,accuracy,test,0.25870646766169153,Cause-Effect,causal_stength_0.5,bert
166,accuracy,dev,0.34782608695652173,Cause-Effect,causal_stength_0.5,bert
167,accuracy,test,0.305,Cause-Effect,causal_stength_0.5,bert
168,accuracy,dev,0.2857142857142857,Cause-Effect,causal_stength_0.5,bert
169,accuracy,test,0.24,Cause-Effect,causal_stength_0.5,bert
170,accuracy,dev,0.33540372670807456,Cause-Effect,causal_stength_0.7,bert
171,accuracy,test,0.27860696517412936,Cause-Effect,causal_stength_0.7,bert
172,accuracy,dev,0.3416149068322981,Cause-Effect,causal_stength_0.7,bert
173,accuracy,test,0.2835820895522388,Cause-Effect,causal_stength_0.7,bert
174,accuracy,dev,0.30434782608695654,Cause-Effect,causal_stength_0.7,bert
175,accuracy,test,0.263681592039801,Cause-Effect,causal_stength_0.7,bert
176,accuracy,dev,0.34782608695652173,Cause-Effect,causal_stength_0.7,bert
177,accuracy,test,0.275,Cause-Effect,causal_stength_0.7,bert
178,accuracy,dev,0.33540372670807456,Cause-Effect,causal_stength_0.7,bert
179,accuracy,test,0.29,Cause-Effect,causal_stength_0.7,bert
180,accuracy,dev,0.36645962732919257,Cause-Effect,causal_stength_0.9,bert
181,accuracy,test,0.32338308457711445,Cause-Effect,causal_stength_0.9,bert
182,accuracy,dev,0.2857142857142857,Cause-Effect,causal_stength_0.9,bert
183,accuracy,test,0.2835820895522388,Cause-Effect,causal_stength_0.9,bert
184,accuracy,dev,0.38509316770186336,Cause-Effect,causal_stength_0.9,bert
185,accuracy,test,0.2885572139303483,Cause-Effect,causal_stength_0.9,bert
186,accuracy,dev,0.38509316770186336,Cause-Effect,causal_stength_0.9,bert
187,accuracy,test,0.27,Cause-Effect,causal_stength_0.9,bert
188,accuracy,dev,0.36024844720496896,Cause-Effect,causal_stength_0.9,bert
189,accuracy,test,0.295,Cause-Effect,causal_stength_0.9,bert
190,accuracy,dev,0.32298136645962733,Cause-Effect,causal_stength_1.0,bert
191,accuracy,test,0.31343283582089554,Cause-Effect,causal_stength_1.0,bert
192,accuracy,dev,0.32919254658385094,Cause-Effect,causal_stength_1.0,bert
193,accuracy,test,0.35323383084577115,Cause-Effect,causal_stength_1.0,bert
194,accuracy,dev,0.391304347826087,Cause-Effect,causal_stength_1.0,bert
195,accuracy,test,0.32338308457711445,Cause-Effect,causal_stength_1.0,bert
196,accuracy,dev,0.34782608695652173,Cause-Effect,causal_stength_1.0,bert
197,accuracy,test,0.28,Cause-Effect,causal_stength_1.0,bert
198,accuracy,dev,0.36645962732919257,Cause-Effect,causal_stength_1.0,bert
199,accuracy,test,0.28,Cause-Effect,causal_stength_1.0,bert
200,accuracy,dev,0.40372670807453415,Cause-Effect,avg_freq_uni,bert
201,accuracy,test,0.35323383084577115,Cause-Effect,avg_freq_uni,bert
202,accuracy,dev,0.43478260869565216,Cause-Effect,avg_freq_uni,bert
203,accuracy,test,0.38308457711442784,Cause-Effect,avg_freq_uni,bert
204,accuracy,dev,0.3416149068322981,Cause-Effect,avg_freq_uni,bert
205,accuracy,test,0.4577114427860697,Cause-Effect,avg_freq_uni,bert
206,accuracy,dev,0.4472049689440994,Cause-Effect,avg_freq_uni,bert
207,accuracy,test,0.41,Cause-Effect,avg_freq_uni,bert
208,accuracy,dev,0.37888198757763975,Cause-Effect,avg_freq_uni,bert
209,accuracy,test,0.36,Cause-Effect,avg_freq_uni,bert
210,accuracy,dev,0.35403726708074534,Cause-Effect,avg_freq_bi,bert
211,accuracy,test,0.3383084577114428,Cause-Effect,avg_freq_bi,bert
212,accuracy,dev,0.422360248447205,Cause-Effect,avg_freq_bi,bert
213,accuracy,test,0.4129353233830846,Cause-Effect,avg_freq_bi,bert
214,accuracy,dev,0.4720496894409938,Cause-Effect,avg_freq_bi,bert
215,accuracy,test,0.3333333333333333,Cause-Effect,avg_freq_bi,bert
216,accuracy,dev,0.422360248447205,Cause-Effect,avg_freq_bi,bert
217,accuracy,test,0.485,Cause-Effect,avg_freq_bi,bert
218,accuracy,dev,0.42857142857142855,Cause-Effect,avg_freq_bi,bert
219,accuracy,test,0.37,Cause-Effect,avg_freq_bi,bert
220,accuracy,dev,0.2981366459627329,Cause-Effect,P(E|C),gpt2
221,accuracy,test,0.2835820895522388,Cause-Effect,P(E|C),gpt2
222,accuracy,dev,0.2981366459627329,Cause-Effect,P(E|C),gpt2
223,accuracy,test,0.22388059701492538,Cause-Effect,P(E|C),gpt2
224,accuracy,dev,0.2919254658385093,Cause-Effect,P(E|C),gpt2
225,accuracy,test,0.27860696517412936,Cause-Effect,P(E|C),gpt2
226,accuracy,dev,0.19875776397515527,Cause-Effect,P(E|C),gpt2
227,accuracy,test,0.21,Cause-Effect,P(E|C),gpt2
228,accuracy,dev,0.2546583850931677,Cause-Effect,P(E|C),gpt2
229,accuracy,test,0.255,Cause-Effect,P(E|C),gpt2
230,accuracy,dev,0.4658385093167702,Cause-Effect,P(E),gpt2
231,accuracy,test,0.31840796019900497,Cause-Effect,P(E),gpt2
232,accuracy,dev,0.422360248447205,Cause-Effect,P(E),gpt2
233,accuracy,test,0.29850746268656714,Cause-Effect,P(E),gpt2
234,accuracy,dev,0.391304347826087,Cause-Effect,P(E),gpt2
235,accuracy,test,0.36318407960199006,Cause-Effect,P(E),gpt2
236,accuracy,dev,0.36645962732919257,Cause-Effect,P(E),gpt2
237,accuracy,test,0.385,Cause-Effect,P(E),gpt2
238,accuracy,dev,0.38509316770186336,Cause-Effect,P(E),gpt2
239,accuracy,test,0.4,Cause-Effect,P(E),gpt2
240,accuracy,dev,0.2981366459627329,Cause-Effect,probabilistic_causality_diff,gpt2
241,accuracy,test,0.18407960199004975,Cause-Effect,probabilistic_causality_diff,gpt2
242,accuracy,dev,0.3105590062111801,Cause-Effect,probabilistic_causality_diff,gpt2
243,accuracy,test,0.2537313432835821,Cause-Effect,probabilistic_causality_diff,gpt2
244,accuracy,dev,0.2608695652173913,Cause-Effect,probabilistic_causality_diff,gpt2
245,accuracy,test,0.24378109452736318,Cause-Effect,probabilistic_causality_diff,gpt2
246,accuracy,dev,0.2236024844720497,Cause-Effect,probabilistic_causality_diff,gpt2
247,accuracy,test,0.23,Cause-Effect,probabilistic_causality_diff,gpt2
248,accuracy,dev,0.2795031055900621,Cause-Effect,probabilistic_causality_diff,gpt2
249,accuracy,test,0.28,Cause-Effect,probabilistic_causality_diff,gpt2
250,accuracy,dev,0.2981366459627329,Cause-Effect,delta_P,gpt2
251,accuracy,test,0.18407960199004975,Cause-Effect,delta_P,gpt2
252,accuracy,dev,0.3105590062111801,Cause-Effect,delta_P,gpt2
253,accuracy,test,0.2537313432835821,Cause-Effect,delta_P,gpt2
254,accuracy,dev,0.2608695652173913,Cause-Effect,delta_P,gpt2
255,accuracy,test,0.24378109452736318,Cause-Effect,delta_P,gpt2
256,accuracy,dev,0.2236024844720497,Cause-Effect,delta_P,gpt2
257,accuracy,test,0.23,Cause-Effect,delta_P,gpt2
258,accuracy,dev,0.2795031055900621,Cause-Effect,delta_P,gpt2
259,accuracy,test,0.28,Cause-Effect,delta_P,gpt2
260,accuracy,dev,0.37888198757763975,Cause-Effect,P(E|no C),gpt2
261,accuracy,test,0.36318407960199006,Cause-Effect,P(E|no C),gpt2
262,accuracy,dev,0.391304347826087,Cause-Effect,P(E|no C),gpt2
263,accuracy,test,0.31840796019900497,Cause-Effect,P(E|no C),gpt2
264,accuracy,dev,0.4409937888198758,Cause-Effect,P(E|no C),gpt2
265,accuracy,test,0.2736318407960199,Cause-Effect,P(E|no C),gpt2
266,accuracy,dev,0.34782608695652173,Cause-Effect,P(E|no C),gpt2
267,accuracy,test,0.37,Cause-Effect,P(E|no C),gpt2
268,accuracy,dev,0.38509316770186336,Cause-Effect,P(E|no C),gpt2
269,accuracy,test,0.38,Cause-Effect,P(E|no C),gpt2
270,accuracy,dev,0.2919254658385093,Cause-Effect,q,gpt2
271,accuracy,test,0.21890547263681592,Cause-Effect,q,gpt2
272,accuracy,dev,0.32298136645962733,Cause-Effect,q,gpt2
273,accuracy,test,0.2537313432835821,Cause-Effect,q,gpt2
274,accuracy,dev,0.30434782608695654,Cause-Effect,q,gpt2
275,accuracy,test,0.2537313432835821,Cause-Effect,q,gpt2
276,accuracy,dev,0.2360248447204969,Cause-Effect,q,gpt2
277,accuracy,test,0.24,Cause-Effect,q,gpt2
278,accuracy,dev,0.2546583850931677,Cause-Effect,q,gpt2
279,accuracy,test,0.31,Cause-Effect,q,gpt2
280,accuracy,dev,0.33540372670807456,Cause-Effect,p,gpt2
281,accuracy,test,0.25870646766169153,Cause-Effect,p,gpt2
282,accuracy,dev,0.33540372670807456,Cause-Effect,p,gpt2
283,accuracy,test,0.3034825870646766,Cause-Effect,p,gpt2
284,accuracy,dev,0.37267080745341613,Cause-Effect,p,gpt2
285,accuracy,test,0.3034825870646766,Cause-Effect,p,gpt2
286,accuracy,dev,0.3105590062111801,Cause-Effect,p,gpt2
287,accuracy,test,0.32,Cause-Effect,p,gpt2
288,accuracy,dev,0.39751552795031053,Cause-Effect,p,gpt2
289,accuracy,test,0.35,Cause-Effect,p,gpt2
290,accuracy,dev,0.33540372670807456,Cause-Effect,causal_power,gpt2
291,accuracy,test,0.2835820895522388,Cause-Effect,causal_power,gpt2
292,accuracy,dev,0.3167701863354037,Cause-Effect,causal_power,gpt2
293,accuracy,test,0.3034825870646766,Cause-Effect,causal_power,gpt2
294,accuracy,dev,0.32919254658385094,Cause-Effect,causal_power,gpt2
295,accuracy,test,0.2835820895522388,Cause-Effect,causal_power,gpt2
296,accuracy,dev,0.32919254658385094,Cause-Effect,causal_power,gpt2
297,accuracy,test,0.315,Cause-Effect,causal_power,gpt2
298,accuracy,dev,0.39751552795031053,Cause-Effect,causal_power,gpt2
299,accuracy,test,0.305,Cause-Effect,causal_power,gpt2
300,accuracy,dev,0.40372670807453415,Cause-Effect,PMI,gpt2
301,accuracy,test,0.30845771144278605,Cause-Effect,PMI,gpt2
302,accuracy,dev,0.2981366459627329,Cause-Effect,PMI,gpt2
303,accuracy,test,0.3283582089552239,Cause-Effect,PMI,gpt2
304,accuracy,dev,0.2857142857142857,Cause-Effect,PMI,gpt2
305,accuracy,test,0.32338308457711445,Cause-Effect,PMI,gpt2
306,accuracy,dev,0.36024844720496896,Cause-Effect,PMI,gpt2
307,accuracy,test,0.275,Cause-Effect,PMI,gpt2
308,accuracy,dev,0.36645962732919257,Cause-Effect,PMI,gpt2
309,accuracy,test,0.295,Cause-Effect,PMI,gpt2
310,accuracy,dev,0.40372670807453415,Cause-Effect,PPMI,gpt2
311,accuracy,test,0.30845771144278605,Cause-Effect,PPMI,gpt2
312,accuracy,dev,0.2981366459627329,Cause-Effect,PPMI,gpt2
313,accuracy,test,0.3283582089552239,Cause-Effect,PPMI,gpt2
314,accuracy,dev,0.2857142857142857,Cause-Effect,PPMI,gpt2
315,accuracy,test,0.32338308457711445,Cause-Effect,PPMI,gpt2
316,accuracy,dev,0.36024844720496896,Cause-Effect,PPMI,gpt2
317,accuracy,test,0.275,Cause-Effect,PPMI,gpt2
318,accuracy,dev,0.36645962732919257,Cause-Effect,PPMI,gpt2
319,accuracy,test,0.295,Cause-Effect,PPMI,gpt2
320,accuracy,dev,0.40372670807453415,Cause-Effect,CPMI_-2,gpt2
321,accuracy,test,0.30845771144278605,Cause-Effect,CPMI_-2,gpt2
322,accuracy,dev,0.2981366459627329,Cause-Effect,CPMI_-2,gpt2
323,accuracy,test,0.3283582089552239,Cause-Effect,CPMI_-2,gpt2
324,accuracy,dev,0.2857142857142857,Cause-Effect,CPMI_-2,gpt2
325,accuracy,test,0.32338308457711445,Cause-Effect,CPMI_-2,gpt2
326,accuracy,dev,0.36024844720496896,Cause-Effect,CPMI_-2,gpt2
327,accuracy,test,0.275,Cause-Effect,CPMI_-2,gpt2
328,accuracy,dev,0.36645962732919257,Cause-Effect,CPMI_-2,gpt2
329,accuracy,test,0.295,Cause-Effect,CPMI_-2,gpt2
330,accuracy,dev,0.35403726708074534,Cause-Effect,NPMI,gpt2
331,accuracy,test,0.31343283582089554,Cause-Effect,NPMI,gpt2
332,accuracy,dev,0.32298136645962733,Cause-Effect,NPMI,gpt2
333,accuracy,test,0.31840796019900497,Cause-Effect,NPMI,gpt2
334,accuracy,dev,0.34782608695652173,Cause-Effect,NPMI,gpt2
335,accuracy,test,0.31343283582089554,Cause-Effect,NPMI,gpt2
336,accuracy,dev,0.3416149068322981,Cause-Effect,NPMI,gpt2
337,accuracy,test,0.24,Cause-Effect,NPMI,gpt2
338,accuracy,dev,0.36645962732919257,Cause-Effect,NPMI,gpt2
339,accuracy,test,0.295,Cause-Effect,NPMI,gpt2
340,accuracy,dev,0.40372670807453415,Cause-Effect,NNEGPMI,gpt2
341,accuracy,test,0.30845771144278605,Cause-Effect,NNEGPMI,gpt2
342,accuracy,dev,0.2981366459627329,Cause-Effect,NNEGPMI,gpt2
343,accuracy,test,0.3283582089552239,Cause-Effect,NNEGPMI,gpt2
344,accuracy,dev,0.2857142857142857,Cause-Effect,NNEGPMI,gpt2
345,accuracy,test,0.32338308457711445,Cause-Effect,NNEGPMI,gpt2
346,accuracy,dev,0.36024844720496896,Cause-Effect,NNEGPMI,gpt2
347,accuracy,test,0.275,Cause-Effect,NNEGPMI,gpt2
348,accuracy,dev,0.36645962732919257,Cause-Effect,NNEGPMI,gpt2
349,accuracy,test,0.295,Cause-Effect,NNEGPMI,gpt2
350,accuracy,dev,0.35403726708074534,Cause-Effect,P(C|E),gpt2
351,accuracy,test,0.25870646766169153,Cause-Effect,P(C|E),gpt2
352,accuracy,dev,0.3167701863354037,Cause-Effect,P(C|E),gpt2
353,accuracy,test,0.3034825870646766,Cause-Effect,P(C|E),gpt2
354,accuracy,dev,0.35403726708074534,Cause-Effect,P(C|E),gpt2
355,accuracy,test,0.263681592039801,Cause-Effect,P(C|E),gpt2
356,accuracy,dev,0.33540372670807456,Cause-Effect,P(C|E),gpt2
357,accuracy,test,0.295,Cause-Effect,P(C|E),gpt2
358,accuracy,dev,0.35403726708074534,Cause-Effect,P(C|E),gpt2
359,accuracy,test,0.285,Cause-Effect,P(C|E),gpt2
360,accuracy,dev,0.40993788819875776,Cause-Effect,causal_stength_nec,gpt2
361,accuracy,test,0.36318407960199006,Cause-Effect,causal_stength_nec,gpt2
362,accuracy,dev,0.35403726708074534,Cause-Effect,causal_stength_nec,gpt2
363,accuracy,test,0.3383084577114428,Cause-Effect,causal_stength_nec,gpt2
364,accuracy,dev,0.39751552795031053,Cause-Effect,causal_stength_nec,gpt2
365,accuracy,test,0.31840796019900497,Cause-Effect,causal_stength_nec,gpt2
366,accuracy,dev,0.36645962732919257,Cause-Effect,causal_stength_nec,gpt2
367,accuracy,test,0.275,Cause-Effect,causal_stength_nec,gpt2
368,accuracy,dev,0.422360248447205,Cause-Effect,causal_stength_nec,gpt2
369,accuracy,test,0.33,Cause-Effect,causal_stength_nec,gpt2
370,accuracy,dev,0.37888198757763975,Cause-Effect,causal_stength_suf,gpt2
371,accuracy,test,0.23880597014925373,Cause-Effect,causal_stength_suf,gpt2
372,accuracy,dev,0.36024844720496896,Cause-Effect,causal_stength_suf,gpt2
373,accuracy,test,0.23880597014925373,Cause-Effect,causal_stength_suf,gpt2
374,accuracy,dev,0.35403726708074534,Cause-Effect,causal_stength_suf,gpt2
375,accuracy,test,0.31343283582089554,Cause-Effect,causal_stength_suf,gpt2
376,accuracy,dev,0.32919254658385094,Cause-Effect,causal_stength_suf,gpt2
377,accuracy,test,0.3,Cause-Effect,causal_stength_suf,gpt2
378,accuracy,dev,0.2981366459627329,Cause-Effect,causal_stength_suf,gpt2
379,accuracy,test,0.295,Cause-Effect,causal_stength_suf,gpt2
380,accuracy,dev,0.32919254658385094,Cause-Effect,causal_stength_0.5,gpt2
381,accuracy,test,0.35323383084577115,Cause-Effect,causal_stength_0.5,gpt2
382,accuracy,dev,0.2795031055900621,Cause-Effect,causal_stength_0.5,gpt2
383,accuracy,test,0.32338308457711445,Cause-Effect,causal_stength_0.5,gpt2
384,accuracy,dev,0.391304347826087,Cause-Effect,causal_stength_0.5,gpt2
385,accuracy,test,0.2835820895522388,Cause-Effect,causal_stength_0.5,gpt2
386,accuracy,dev,0.3416149068322981,Cause-Effect,causal_stength_0.5,gpt2
