,metric,relation,split,value,y_type,model
149,accuracy,Cause-Effect,test,0.32558139534883723,causal_stength_suf,bert
150,accuracy,Cause-Effect,dev,0.25,causal_stength_0.5,bert
151,accuracy,Cause-Effect,test,0.3333333333333333,causal_stength_0.5,bert
152,accuracy,Cause-Effect,dev,0.3055555555555556,causal_stength_0.5,bert
153,accuracy,Cause-Effect,test,0.20833333333333334,causal_stength_0.5,bert
154,accuracy,Cause-Effect,dev,0.43243243243243246,causal_stength_0.5,bert
155,accuracy,Cause-Effect,test,0.25,causal_stength_0.5,bert
156,accuracy,Cause-Effect,dev,0.2702702702702703,causal_stength_0.5,bert
157,accuracy,Cause-Effect,test,0.3409090909090909,causal_stength_0.5,bert
158,accuracy,Cause-Effect,dev,0.32432432432432434,causal_stength_0.5,bert
159,accuracy,Cause-Effect,test,0.3023255813953488,causal_stength_0.5,bert
160,accuracy,Cause-Effect,dev,0.2222222222222222,causal_stength_0.7,bert
161,accuracy,Cause-Effect,test,0.22916666666666666,causal_stength_0.7,bert
162,accuracy,Cause-Effect,dev,0.3333333333333333,causal_stength_0.7,bert
163,accuracy,Cause-Effect,test,0.3541666666666667,causal_stength_0.7,bert
164,accuracy,Cause-Effect,dev,0.32432432432432434,causal_stength_0.7,bert
165,accuracy,Cause-Effect,test,0.3181818181818182,causal_stength_0.7,bert
166,accuracy,Cause-Effect,dev,0.2972972972972973,causal_stength_0.7,bert
167,accuracy,Cause-Effect,test,0.25,causal_stength_0.7,bert
168,accuracy,Cause-Effect,dev,0.2972972972972973,causal_stength_0.7,bert
169,accuracy,Cause-Effect,test,0.27906976744186046,causal_stength_0.7,bert
170,accuracy,Cause-Effect,dev,0.16666666666666666,causal_stength_0.9,bert
171,accuracy,Cause-Effect,test,0.3333333333333333,causal_stength_0.9,bert
172,accuracy,Cause-Effect,dev,0.3611111111111111,causal_stength_0.9,bert
173,accuracy,Cause-Effect,test,0.3125,causal_stength_0.9,bert
174,accuracy,Cause-Effect,dev,0.3783783783783784,causal_stength_0.9,bert
175,accuracy,Cause-Effect,test,0.25,causal_stength_0.9,bert
176,accuracy,Cause-Effect,dev,0.21621621621621623,causal_stength_0.9,bert
177,accuracy,Cause-Effect,test,0.3181818181818182,causal_stength_0.9,bert
178,accuracy,Cause-Effect,dev,0.24324324324324326,causal_stength_0.9,bert
179,accuracy,Cause-Effect,test,0.27906976744186046,causal_stength_0.9,bert
180,accuracy,Cause-Effect,dev,0.2222222222222222,causal_stength_1.0,bert
181,accuracy,Cause-Effect,test,0.3541666666666667,causal_stength_1.0,bert
182,accuracy,Cause-Effect,dev,0.3611111111111111,causal_stength_1.0,bert
183,accuracy,Cause-Effect,test,0.25,causal_stength_1.0,bert
184,accuracy,Cause-Effect,dev,0.4864864864864865,causal_stength_1.0,bert
185,accuracy,Cause-Effect,test,0.29545454545454547,causal_stength_1.0,bert
186,accuracy,Cause-Effect,dev,0.2972972972972973,causal_stength_1.0,bert
187,accuracy,Cause-Effect,test,0.4090909090909091,causal_stength_1.0,bert
188,accuracy,Cause-Effect,dev,0.24324324324324326,causal_stength_1.0,bert
189,accuracy,Cause-Effect,test,0.27906976744186046,causal_stength_1.0,bert
190,accuracy,Cause-Effect,dev,0.3888888888888889,avg_freq_uni,bert
191,accuracy,Cause-Effect,test,0.20833333333333334,avg_freq_uni,bert
192,accuracy,Cause-Effect,dev,0.40540540540540543,avg_freq_uni,bert
193,accuracy,Cause-Effect,test,0.30434782608695654,avg_freq_uni,bert
194,accuracy,Cause-Effect,dev,0.2972972972972973,avg_freq_uni,bert
195,accuracy,Cause-Effect,test,0.37777777777777777,avg_freq_uni,bert
196,accuracy,Cause-Effect,dev,0.32432432432432434,avg_freq_uni,bert
197,accuracy,Cause-Effect,test,0.20454545454545456,avg_freq_uni,bert
198,accuracy,Cause-Effect,dev,0.4594594594594595,avg_freq_uni,bert
199,accuracy,Cause-Effect,test,0.22727272727272727,avg_freq_uni,bert
200,accuracy,Cause-Effect,dev,0.25,avg_freq_bi,bert
201,accuracy,Cause-Effect,test,0.2553191489361702,avg_freq_bi,bert
202,accuracy,Cause-Effect,dev,0.32432432432432434,avg_freq_bi,bert
203,accuracy,Cause-Effect,test,0.30434782608695654,avg_freq_bi,bert
204,accuracy,Cause-Effect,dev,0.21621621621621623,avg_freq_bi,bert
205,accuracy,Cause-Effect,test,0.2,avg_freq_bi,bert
206,accuracy,Cause-Effect,dev,0.3783783783783784,avg_freq_bi,bert
207,accuracy,Cause-Effect,test,0.28888888888888886,avg_freq_bi,bert
208,accuracy,Cause-Effect,dev,0.3783783783783784,avg_freq_bi,bert
209,accuracy,Cause-Effect,test,0.29545454545454547,avg_freq_bi,bert
210,accuracy,Cause-Effect,dev,0.3333333333333333,P(E|C),gpt2
211,accuracy,Cause-Effect,test,0.22916666666666666,P(E|C),gpt2
212,accuracy,Cause-Effect,dev,0.3055555555555556,P(E|C),gpt2
213,accuracy,Cause-Effect,test,0.19148936170212766,P(E|C),gpt2
214,accuracy,Cause-Effect,dev,0.21621621621621623,P(E|C),gpt2
215,accuracy,Cause-Effect,test,0.2608695652173913,P(E|C),gpt2
216,accuracy,Cause-Effect,dev,0.2972972972972973,P(E|C),gpt2
217,accuracy,Cause-Effect,test,0.20930232558139536,P(E|C),gpt2
218,accuracy,Cause-Effect,dev,0.2972972972972973,P(E|C),gpt2
219,accuracy,Cause-Effect,test,0.20930232558139536,P(E|C),gpt2
220,accuracy,Cause-Effect,dev,0.3611111111111111,P(E),gpt2
221,accuracy,Cause-Effect,test,0.25,P(E),gpt2
222,accuracy,Cause-Effect,dev,0.35135135135135137,P(E),gpt2
223,accuracy,Cause-Effect,test,0.30434782608695654,P(E),gpt2
224,accuracy,Cause-Effect,dev,0.24324324324324326,P(E),gpt2
225,accuracy,Cause-Effect,test,0.4,P(E),gpt2
226,accuracy,Cause-Effect,dev,0.3783783783783784,P(E),gpt2
227,accuracy,Cause-Effect,test,0.22727272727272727,P(E),gpt2
228,accuracy,Cause-Effect,dev,0.1891891891891892,P(E),gpt2
229,accuracy,Cause-Effect,test,0.22727272727272727,P(E),gpt2
230,accuracy,Cause-Effect,dev,0.3611111111111111,probabilistic_causality_diff,gpt2
231,accuracy,Cause-Effect,test,0.22916666666666666,probabilistic_causality_diff,gpt2
232,accuracy,Cause-Effect,dev,0.3055555555555556,probabilistic_causality_diff,gpt2
233,accuracy,Cause-Effect,test,0.2553191489361702,probabilistic_causality_diff,gpt2
234,accuracy,Cause-Effect,dev,0.32432432432432434,probabilistic_causality_diff,gpt2
235,accuracy,Cause-Effect,test,0.1956521739130435,probabilistic_causality_diff,gpt2
236,accuracy,Cause-Effect,dev,0.32432432432432434,probabilistic_causality_diff,gpt2
237,accuracy,Cause-Effect,test,0.27906976744186046,probabilistic_causality_diff,gpt2
238,accuracy,Cause-Effect,dev,0.35135135135135137,probabilistic_causality_diff,gpt2
239,accuracy,Cause-Effect,test,0.23255813953488372,probabilistic_causality_diff,gpt2
240,accuracy,Cause-Effect,dev,0.3611111111111111,delta_P,gpt2
241,accuracy,Cause-Effect,test,0.22916666666666666,delta_P,gpt2
242,accuracy,Cause-Effect,dev,0.3055555555555556,delta_P,gpt2
243,accuracy,Cause-Effect,test,0.2553191489361702,delta_P,gpt2
244,accuracy,Cause-Effect,dev,0.32432432432432434,delta_P,gpt2
245,accuracy,Cause-Effect,test,0.1956521739130435,delta_P,gpt2
246,accuracy,Cause-Effect,dev,0.32432432432432434,delta_P,gpt2
247,accuracy,Cause-Effect,test,0.27906976744186046,delta_P,gpt2
248,accuracy,Cause-Effect,dev,0.35135135135135137,delta_P,gpt2
249,accuracy,Cause-Effect,test,0.23255813953488372,delta_P,gpt2
250,accuracy,Cause-Effect,dev,0.2222222222222222,P(E|no C),gpt2
251,accuracy,Cause-Effect,test,0.3333333333333333,P(E|no C),gpt2
252,accuracy,Cause-Effect,dev,0.2972972972972973,P(E|no C),gpt2
253,accuracy,Cause-Effect,test,0.21739130434782608,P(E|no C),gpt2
254,accuracy,Cause-Effect,dev,0.2972972972972973,P(E|no C),gpt2
255,accuracy,Cause-Effect,test,0.21739130434782608,P(E|no C),gpt2
256,accuracy,Cause-Effect,dev,0.2702702702702703,P(E|no C),gpt2
257,accuracy,Cause-Effect,test,0.22727272727272727,P(E|no C),gpt2
258,accuracy,Cause-Effect,dev,0.2972972972972973,P(E|no C),gpt2
259,accuracy,Cause-Effect,test,0.23255813953488372,P(E|no C),gpt2
260,accuracy,Cause-Effect,dev,0.3611111111111111,q,gpt2
261,accuracy,Cause-Effect,test,0.22916666666666666,q,gpt2
262,accuracy,Cause-Effect,dev,0.3055555555555556,q,gpt2
263,accuracy,Cause-Effect,test,0.2553191489361702,q,gpt2
264,accuracy,Cause-Effect,dev,0.32432432432432434,q,gpt2
265,accuracy,Cause-Effect,test,0.1956521739130435,q,gpt2
266,accuracy,Cause-Effect,dev,0.32432432432432434,q,gpt2
267,accuracy,Cause-Effect,test,0.27906976744186046,q,gpt2
268,accuracy,Cause-Effect,dev,0.35135135135135137,q,gpt2
269,accuracy,Cause-Effect,test,0.23255813953488372,q,gpt2
270,accuracy,Cause-Effect,dev,0.4166666666666667,p,gpt2
271,accuracy,Cause-Effect,test,0.2127659574468085,p,gpt2
272,accuracy,Cause-Effect,dev,0.32432432432432434,p,gpt2
273,accuracy,Cause-Effect,test,0.2826086956521739,p,gpt2
274,accuracy,Cause-Effect,dev,0.43243243243243246,p,gpt2
275,accuracy,Cause-Effect,test,0.1956521739130435,p,gpt2
276,accuracy,Cause-Effect,dev,0.32432432432432434,p,gpt2
277,accuracy,Cause-Effect,test,0.2391304347826087,p,gpt2
278,accuracy,Cause-Effect,dev,0.3783783783783784,p,gpt2
279,accuracy,Cause-Effect,test,0.19047619047619047,p,gpt2
280,accuracy,Cause-Effect,dev,0.3333333333333333,causal_power,gpt2
281,accuracy,Cause-Effect,test,0.3541666666666667,causal_power,gpt2
282,accuracy,Cause-Effect,dev,0.3333333333333333,causal_power,gpt2
283,accuracy,Cause-Effect,test,0.3191489361702128,causal_power,gpt2
284,accuracy,Cause-Effect,dev,0.3783783783783784,causal_power,gpt2
285,accuracy,Cause-Effect,test,0.2826086956521739,causal_power,gpt2
286,accuracy,Cause-Effect,dev,0.32432432432432434,causal_power,gpt2
287,accuracy,Cause-Effect,test,0.18604651162790697,causal_power,gpt2
288,accuracy,Cause-Effect,dev,0.35135135135135137,causal_power,gpt2
289,accuracy,Cause-Effect,test,0.20930232558139536,causal_power,gpt2
290,accuracy,Cause-Effect,dev,0.3333333333333333,PMI,gpt2
291,accuracy,Cause-Effect,test,0.1875,PMI,gpt2
292,accuracy,Cause-Effect,dev,0.3055555555555556,PMI,gpt2
293,accuracy,Cause-Effect,test,0.3333333333333333,PMI,gpt2
294,accuracy,Cause-Effect,dev,0.3783783783783784,PMI,gpt2
295,accuracy,Cause-Effect,test,0.2727272727272727,PMI,gpt2
296,accuracy,Cause-Effect,dev,0.2972972972972973,PMI,gpt2
297,accuracy,Cause-Effect,test,0.25,PMI,gpt2
298,accuracy,Cause-Effect,dev,0.2702702702702703,PMI,gpt2
299,accuracy,Cause-Effect,test,0.37209302325581395,PMI,gpt2
300,accuracy,Cause-Effect,dev,0.3333333333333333,CPMI_-2,gpt2
301,accuracy,Cause-Effect,test,0.1875,CPMI_-2,gpt2
302,accuracy,Cause-Effect,dev,0.3055555555555556,CPMI_-2,gpt2
303,accuracy,Cause-Effect,test,0.3333333333333333,CPMI_-2,gpt2
304,accuracy,Cause-Effect,dev,0.3783783783783784,CPMI_-2,gpt2
305,accuracy,Cause-Effect,test,0.2727272727272727,CPMI_-2,gpt2
306,accuracy,Cause-Effect,dev,0.2972972972972973,CPMI_-2,gpt2
307,accuracy,Cause-Effect,test,0.25,CPMI_-2,gpt2
308,accuracy,Cause-Effect,dev,0.2702702702702703,CPMI_-2,gpt2
309,accuracy,Cause-Effect,test,0.37209302325581395,CPMI_-2,gpt2
310,accuracy,Cause-Effect,dev,0.3055555555555556,NPMI,gpt2
311,accuracy,Cause-Effect,test,0.19148936170212766,NPMI,gpt2
312,accuracy,Cause-Effect,dev,0.24324324324324326,NPMI,gpt2
313,accuracy,Cause-Effect,test,0.2,NPMI,gpt2
314,accuracy,Cause-Effect,dev,0.2972972972972973,NPMI,gpt2
315,accuracy,Cause-Effect,test,0.2,NPMI,gpt2
316,accuracy,Cause-Effect,dev,0.2702702702702703,NPMI,gpt2
317,accuracy,Cause-Effect,test,0.3111111111111111,NPMI,gpt2
318,accuracy,Cause-Effect,dev,0.2972972972972973,NPMI,gpt2
319,accuracy,Cause-Effect,test,0.26666666666666666,NPMI,gpt2
320,accuracy,Cause-Effect,dev,0.3611111111111111,NNEGPMI,gpt2
321,accuracy,Cause-Effect,test,0.2553191489361702,NNEGPMI,gpt2
322,accuracy,Cause-Effect,dev,0.21621621621621623,NNEGPMI,gpt2
323,accuracy,Cause-Effect,test,0.2,NNEGPMI,gpt2
324,accuracy,Cause-Effect,dev,0.35135135135135137,NNEGPMI,gpt2
325,accuracy,Cause-Effect,test,0.2,NNEGPMI,gpt2
326,accuracy,Cause-Effect,dev,0.2972972972972973,NNEGPMI,gpt2
327,accuracy,Cause-Effect,test,0.24444444444444444,NNEGPMI,gpt2
328,accuracy,Cause-Effect,dev,0.32432432432432434,NNEGPMI,gpt2
329,accuracy,Cause-Effect,test,0.28888888888888886,NNEGPMI,gpt2
330,accuracy,Cause-Effect,dev,0.2777777777777778,P(C|E),gpt2
331,accuracy,Cause-Effect,test,0.2127659574468085,P(C|E),gpt2
332,accuracy,Cause-Effect,dev,0.2222222222222222,P(C|E),gpt2
333,accuracy,Cause-Effect,test,0.2127659574468085,P(C|E),gpt2
334,accuracy,Cause-Effect,dev,0.2702702702702703,P(C|E),gpt2
335,accuracy,Cause-Effect,test,0.32608695652173914,P(C|E),gpt2
336,accuracy,Cause-Effect,dev,0.24324324324324326,P(C|E),gpt2
337,accuracy,Cause-Effect,test,0.3181818181818182,P(C|E),gpt2
338,accuracy,Cause-Effect,dev,0.21621621621621623,P(C|E),gpt2
339,accuracy,Cause-Effect,test,0.20930232558139536,P(C|E),gpt2
340,accuracy,Cause-Effect,dev,0.2222222222222222,causal_stength_nec,gpt2
341,accuracy,Cause-Effect,test,0.20833333333333334,causal_stength_nec,gpt2
342,accuracy,Cause-Effect,dev,0.3611111111111111,causal_stength_nec,gpt2
343,accuracy,Cause-Effect,test,0.25,causal_stength_nec,gpt2
344,accuracy,Cause-Effect,dev,0.32432432432432434,causal_stength_nec,gpt2
345,accuracy,Cause-Effect,test,0.22727272727272727,causal_stength_nec,gpt2
346,accuracy,Cause-Effect,dev,0.2972972972972973,causal_stength_nec,gpt2
347,accuracy,Cause-Effect,test,0.20454545454545456,causal_stength_nec,gpt2
348,accuracy,Cause-Effect,dev,0.32432432432432434,causal_stength_nec,gpt2
349,accuracy,Cause-Effect,test,0.2558139534883721,causal_stength_nec,gpt2
350,accuracy,Cause-Effect,dev,0.3055555555555556,causal_stength_suf,gpt2
351,accuracy,Cause-Effect,test,0.20833333333333334,causal_stength_suf,gpt2
352,accuracy,Cause-Effect,dev,0.19444444444444445,causal_stength_suf,gpt2
353,accuracy,Cause-Effect,test,0.20833333333333334,causal_stength_suf,gpt2
354,accuracy,Cause-Effect,dev,0.32432432432432434,causal_stength_suf,gpt2
355,accuracy,Cause-Effect,test,0.22727272727272727,causal_stength_suf,gpt2
356,accuracy,Cause-Effect,dev,0.40540540540540543,causal_stength_suf,gpt2
357,accuracy,Cause-Effect,test,0.2727272727272727,causal_stength_suf,gpt2
358,accuracy,Cause-Effect,dev,0.32432432432432434,causal_stength_suf,gpt2
359,accuracy,Cause-Effect,test,0.2558139534883721,causal_stength_suf,gpt2
360,accuracy,Cause-Effect,dev,0.2777777777777778,causal_stength_0.5,gpt2
361,accuracy,Cause-Effect,test,0.2708333333333333,causal_stength_0.5,gpt2
362,accuracy,Cause-Effect,dev,0.2777777777777778,causal_stength_0.5,gpt2
363,accuracy,Cause-Effect,test,0.25,causal_stength_0.5,gpt2
364,accuracy,Cause-Effect,dev,0.35135135135135137,causal_stength_0.5,gpt2
365,accuracy,Cause-Effect,test,0.29545454545454547,causal_stength_0.5,gpt2
366,accuracy,Cause-Effect,dev,0.32432432432432434,causal_stength_0.5,gpt2
367,accuracy,Cause-Effect,test,0.3409090909090909,causal_stength_0.5,gpt2
368,accuracy,Cause-Effect,dev,0.43243243243243246,causal_stength_0.5,gpt2
369,accuracy,Cause-Effect,test,0.3023255813953488,causal_stength_0.5,gpt2
370,accuracy,Cause-Effect,dev,0.3611111111111111,causal_stength_0.7,gpt2
371,accuracy,Cause-Effect,test,0.2916666666666667,causal_stength_0.7,gpt2
372,accuracy,Cause-Effect,dev,0.3888888888888889,causal_stength_0.7,gpt2
373,accuracy,Cause-Effect,test,0.375,causal_stength_0.7,gpt2
374,accuracy,Cause-Effect,dev,0.40540540540540543,causal_stength_0.7,gpt2
375,accuracy,Cause-Effect,test,0.1590909090909091,causal_stength_0.7,gpt2
376,accuracy,Cause-Effect,dev,0.2972972972972973,causal_stength_0.7,gpt2
377,accuracy,Cause-Effect,test,0.20454545454545456,causal_stength_0.7,gpt2
